year,month,symbol,sectorL2,cap,averageLiquidity21,averageLiquidity63,averageLiquidity252,grossProfitQoQ,roe,eps,pe,pb
2025,3,VCG,Construction & Materials,12779970328300.0,8541958.5238,6128920.0,4854818.1627,0.3609,0.1202,1578.83,13.52,1.58
2025,3,VHM,Real Estate,169225374564800.0,4927163.4762,4211371.6508,9243152.5873,0.3079,0.1665,7285.51,5.66,0.84
2025,3,EIB,Banks,39675948929100.0,7161992.5714,5041869.0159,8179674.3849,0.3792,0.1399,1785.99,11.93,1.58
2025,3,BVH,Insurance,42015468442400.0,830444.2381,810819.3968,644654.1944,1.463,0.096,2809.05,20.15,1.86
2025,3,VEA,Industrial Goods & Services,53496159200000.0,557112.5714,442376.9524,991981.7381,0.17,0.2857,5536.4,7.27,2.06
2025,3,REE,Utilities,34101370160000.0,878861.2381,632026.9683,871462.7937,0.4763,0.1101,4239.34,17.08,1.8
2025,3,SHS,Financial Services,11628141496400.0,11112128.5238,7684051.8413,12660867.496,2.1069,0.0946,1244.44,11.49,1.04
2025,3,VGC,Construction & Materials,23359035000000.0,945762.7619,1284677.3651,1013782.0278,0.4354,0.1367,2464.0,21.14,2.82
2025,3,GEE,Industrial Goods & Services,18879500000000.0,995977.381,678085.8571,200522.0079,0.3335,0.2685,5293.01,11.69,2.95
2025,4,VRE,Real Estate,43514897551500.0,13356149.0476,8663681.6349,8436333.6627,0.103,0.1027,1802.47,10.62,1.04
2025,4,VPB,Banks,150744548419000.0,21178648.2381,14826014.7143,18542861.5833,0.1076,0.1141,1988.78,9.55,1.06
2025,4,SAB,Food & Beverage,62717299990800.0,1244524.4762,765470.4444,818412.0714,0.0971,0.1823,3376.14,14.48,2.69
2025,4,HDB,Banks,77240842177200.0,10042443.1429,10652707.4603,8443413.6032,0.0539,0.2579,3667.49,6.03,1.42
2025,4,MBB,Banks,147064771081900.0,21645744.8571,14565593.9365,14661420.9127,0.0901,0.2209,3728.96,6.46,1.31
2025,4,HSG,Basic Resources,10680895714800.0,6432857.5238,5412317.9524,8895576.4762,0.4035,0.0525,934.66,18.4,0.96
2025,4,PLX,Oil & Gas,50251922894250.0,1520522.0476,1293458.3492,1479012.7738,0.3502,0.1112,2274.53,17.39,1.93
2025,4,OCB,Banks,27493549044800.0,2700460.7143,2554484.3492,2666726.1706,0.3773,0.1054,1286.98,8.66,0.87
2025,4,BID,Banks,272077774283750.0,3035426.8571,3354774.7302,2396936.1706,0.1385,0.1952,3639.08,10.65,1.95
2025,4,MSB,Banks,31720000000000.0,10433915.8095,7075297.0317,7039148.8849,0.2476,0.1621,2122.84,5.75,0.86
2025,4,VCG,Construction & Materials,13019407711500.0,9046409.8571,8151822.4921,4919083.8929,0.3609,0.1202,1547.87,14.05,1.61
2025,4,VHM,Real Estate,210710235805200.0,12745127.9524,7103616.381,9590206.3413,0.3079,0.1665,7348.85,6.98,1.04
2025,4,CTR,Construction & Materials,11781745537000.0,556737.2857,781365.4286,607110.9325,0.143,0.2794,4705.31,21.89,6.32
2025,4,EIB,Banks,36323051836500.0,11544499.4762,7510677.1429,7838954.119,0.3792,0.1399,1785.99,10.92,1.45
2025,4,BVH,Insurance,39565803321200.0,585855.0952,703298.7778,637637.0476,1.463,0.096,2809.05,18.97,1.75
2025,4,REE,Utilities,33630356760000.0,769673.4762,693172.1746,841214.8095,0.4763,0.1101,4237.15,16.85,1.78
2025,4,VEA,Industrial Goods & Services,52184633600000.0,476941.4762,456090.0476,999756.7817,0.17,0.2857,5536.4,7.09,2.01
2025,4,SHS,Financial Services,11709457171200.0,12463144.619,10020648.8413,10992727.2897,2.1069,0.0946,1248.98,11.53,1.04
2025,4,VGC,Construction & Materials,21969150000000.0,1173106.0952,1219730.254,962972.5278,0.4354,0.1367,2464.0,19.89,2.66
2025,4,GEE,Industrial Goods & Services,21319500000000.0,1159491.4286,778790.0317,294015.0714,0.3335,0.2685,5285.69,13.22,3.33
2025,5,VRE,Real Estate,53740330396500.0,17881942.4762,12685791.1429,9274679.0595,0.103,0.1011,1844.2,12.82,1.25
2025,5,VPB,Banks,131306435596549.98,22901129.1905,19529193.7619,19118386.5,0.1076,0.1154,2030.14,8.15,0.9
2025,5,VCG,Construction & Materials,12750040655400.0,12355313.9048,9911939.1905,5423031.1865,0.3609,0.0736,1547.87,13.76,1.58
2025,5,PLX,Oil & Gas,43073076766500.0,1383379.5714,1450957.3492,1524968.6706,0.3502,0.0757,2274.38,14.91,1.66
2025,5,SAB,Food & Beverage,61691250093200.0,1999498.619,1260988.8254,916482.6706,0.0971,0.1717,3216.96,14.95,2.56
2025,5,BWE,Utilities,10754510691600.0,551028.619,290037.0635,286508.7103,0.256,0.1177,2761.43,17.71,2.11
2025,5,MBB,Banks,143708521119450.0,36018985.9048,23188399.3016,15769610.873,0.0901,0.226,4048.96,5.82,1.21
2025,5,OCB,Banks,25644207180800.0,3899830.5238,3304319.127,2809899.4841,0.3773,0.0941,1189.19,8.75,0.79
2025,5,HDB,Banks,74969052701400.0,11583292.7143,10401721.2063,8803980.9603,0.0539,0.2582,3985.02,5.38,1.28
2025,5,MSB,Banks,29120000000000.0,10950465.7143,8934316.1746,7338053.6111,0.2476,0.1554,2150.4,5.21,0.77
2025,5,BID,Banks,242588054232350.0,3557674.7143,3437705.4286,2540995.3611,0.1385,0.182,3643.08,9.48,1.61
2025,5,VHM,Real Estate,239872861033600.0,12276462.4286,9907635.5714,9556199.8175,0.3079,0.168,7765.92,7.52,1.17
2025,5,MCH,Food & Beverage,125565142857714.0,200286.6667,109954.5714,115205.8016,0.1178,0.4379,10639.59,11.22,8.07
2025,5,VEA,Industrial Goods & Services,51020604800000.0,918080.0952,648741.7619,1050110.0317,0.17,0.2566,5539.73,6.93,1.96
2025,5,EIB,Banks,35298555502650.0,10968428.0952,9811830.9206,7937728.4841,0.3792,0.1404,1785.99,10.61,1.41
2025,5,REE,Utilities,32264417900000.0,910197.381,847167.0159,844011.4722,0.4763,0.1142,4511.13,15.18,1.65
2025,5,GVR,Chemicals,94800000000000.0,4324290.9048,3751913.2063,3330913.1429,0.9634,0.0891,997.18,23.77,1.79
2025,5,GEX,Industrial Goods & Services,22774889514500.0,17768361.4762,12370943.6349,8943032.254,0.4496,0.1276,2051.57,12.92,1.59
2025,5,VGC,Construction & Materials,17620155000000.0,931650.4762,1035631.4127,966751.9087,0.4354,0.146,2719.57,14.45,2.05
2025,5,BCM,Real Estate,56925000000000.0,718766.6667,578623.4444,586740.1349,0.7167,0.1253,2345.16,23.45,2.85
2025,6,KBC,Real Estate,20188005161700.0,8042862.8095,7968416.127,5151390.8929,0.0712,0.0669,1628.88,16.15,1.04
2025,6,VRE,Real Estate,62488756275000.0,12852846.1429,14514043.8254,9669115.6667,0.103,0.1011,1844.2,14.91,1.45
2025,6,VPB,Banks,142413928637950.0,32340325.2381,25310869.7619,20665201.2421,0.1076,0.1154,2030.14,8.84,0.98
2025,6,SAB,Food & Beverage,62524915635000.0,1040683.1429,1362405.3016,902281.1786,0.0971,0.1717,3216.96,15.15,2.6
2025,6,VCG,Construction & Materials,13049337384400.0,12189987.9048,11177421.2857,6067831.0278,0.3609,0.0736,987.94,22.07,1.59
2025,6,PLX,Oil & Gas,43835432107500.0,1399399.2857,1462137.4921,1473098.6389,0.3502,0.0757,1534.91,22.48,1.68
2025,6,MBB,Banks,148590339246650.0,24950025.7619,27410390.3492,16493025.996,0.0901,0.226,4048.96,6.01,1.25
2025,6,HDB,Banks,75842817884400.0,10680630.9048,10828395.5873,9069048.3373,0.0539,0.2582,3985.02,5.45,1.29
2025,6,BWE,Utilities,11106396522000.0,349834.5714,344774.9206,271373.2976,0.256,0.1177,2761.43,18.29,2.18
2025,6,BID,Banks,252769029012000.0,4036458.6667,3547415.0,2756518.7143,0.1385,0.182,3643.08,9.88,1.68
2025,6,OCB,Banks,26137365011200.0,2490774.3333,3032986.0635,2880174.246,0.3773,0.0941,1189.19,8.91,0.81
2025,6,MSB,Banks,30030000000000.0,7747446.2857,9531918.3016,7617599.5238,0.2476,0.1554,2150.4,5.37,0.79
2025,6,VHM,Real Estate,318735171510400.0,8688068.1905,11246726.7937,9680903.5079,0.3079,0.168,7765.92,9.99,1.55
2025,6,VEA,Industrial Goods & Services,52098261600000.0,418514.0476,607379.4286,929108.0,0.17,0.2566,5418.83,7.24,1.91
2025,6,MCH,Food & Beverage,133685486836496.0,114999.1905,120564.7619,106552.3413,0.1178,0.4379,10639.59,11.95,8.59
2025,6,CTR,Construction & Materials,10306167697900.0,642914.4762,640940.7937,641894.7222,0.143,0.2926,4754.04,18.95,5.14
2025,6,EIB,Banks,42283757778900.0,11331990.619,11239822.1429,8190250.6825,0.3792,0.1404,1856.45,12.23,1.64
2025,6,REE,Utilities,33771660780000.0,737601.1905,819421.6667,780181.6865,0.4763,0.1142,4511.13,15.89,1.73
2025,6,GVR,Chemicals,114800000000000.0,4841828.0476,4381176.2222,3320648.2976,0.9634,0.0891,1174.45,24.44,2.11
2025,6,GEX,Industrial Goods & Services,31990042706600.0,13168245.1429,13583751.6825,8942703.1468,0.4496,0.1276,1953.53,18.15,2.23
2025,7,KBC,Real Estate,25191939803250.0,5817710.4286,8494233.0794,5173097.6548,0.0712,0.0669,1621.82,16.49,1.3
2025,7,VRE,Real Estate,56012648806500.0,5588497.1905,11948136.0317,9369916.2381,0.103,0.1011,1844.2,13.37,1.3
2025,7,VPB,Banks,146777586618500.0,23720773.2381,26271196.7619,20342535.3611,0.1076,0.1154,2030.14,9.11,1.01
2025,7,SAB,Food & Beverage,60280431484000.0,1113724.4286,1332801.381,845558.131,0.0971,0.1717,3216.96,14.61,2.5
2025,7,VCG,Construction & Materials,14254626808800.0,9977925.1905,11563526.2698,6448865.3214,0.3609,0.0736,914.78,24.1,1.74
2025,7,PLX,Oil & Gas,47329560753750.0,2177281.8095,1673884.8095,1467013.1786,0.3502,0.0757,1534.91,24.27,1.81
2025,7,HDB,Banks,76192323957600.0,9203649.4762,10522265.5873,9248718.869,0.0539,0.2582,3985.02,5.47,1.3
2025,7,MBB,Banks,157438634602200.0,20310164.381,27090840.2222,16780335.4444,0.0901,0.226,4048.96,6.37,1.33
2025,7,BWE,Utilities,10545578479800.0,101071.9524,332914.6349,232743.1587,0.256,0.1177,2761.43,17.36,2.07
2025,7,OCB,Banks,28849733078400.0,4697209.4762,3691948.6825,3058548.3452,0.3773,0.0941,1189.19,9.84,0.89
2025,7,BID,Banks,254875437587100.0,3304694.1429,3616452.4444,2863562.5317,0.1385,0.182,3643.08,9.96,1.69
2025,7,MSB,Banks,31200000000000.0,8539609.8095,9144281.9524,7883727.7421,0.2476,0.1554,2150.4,5.58,0.82
2025,7,VHM,Real Estate,315038500706800.0,5471120.8095,8866288.2063,9499999.2024,0.3079,0.168,7765.92,9.88,1.53
2025,7,MCH,Food & Beverage,134066111531604.0,105976.0476,139894.1587,93261.877,0.1178,0.4379,10639.59,11.98,8.62
2025,7,VEA,Industrial Goods & Services,52011889600000.0,391545.0,570644.7937,682054.6944,0.17,0.2566,5418.83,7.22,1.91
2025,7,CTR,Construction & Materials,11758868361200.0,698353.1905,693119.619,649621.0,0.143,0.2926,4754.04,21.62,5.86
2025,7,EIB,Banks,42563165869950.0,12490311.0,11551160.1111,8365492.3611,0.3792,0.1404,1856.45,12.31,1.65
2025,7,REE,Utilities,36886919265900.0,917163.9048,862586.6825,784627.1349,0.4763,0.1142,3922.44,17.36,1.89
2025,7,GEX,Industrial Goods & Services,33749720655200.0,10935106.1905,13946304.1746,8576441.2421,0.4496,0.1276,1953.53,19.14,2.35
2025,7,VGC,Construction & Materials,20153332500000.0,744005.8095,870358.8095,1005386.6825,0.4354,0.146,2719.57,16.53,2.34
